transaction_id,date,customer_id,product,category,region,channel,quantity,unit_price,discount,revenue
T01473,2025-02-04,C0127,Laptop Pro 14,Computers,South,Online,1,1302.09,0.1,1171.88
T01474,2025-08-31,C0063,Laptop Pro 14,Computers,East,Retail,3,1229.74,0,3689.22
T01475,2025-09-05,C0314,27in Monitor,Monitors,West,Partner,3,350.96,0.1,947.59
T01476,2025-11-12,C0382,Laptop Air 13,Computers,South,Online,1,961.21,0.05,913.15
T01477,2025-09-19,C0149,Smartphone Lite,Phones,North,Partner,2,497.83,0,995.66
T01478,2025-09-10,C0055,Wireless Mouse,Accessories,West,Retail,2,50.16,0,100.32
T01479,2025-08-06,C0006,27in Monitor,Monitors,East,Online,1,351.69,0.05,334.11
T01480,2025-11-27,C0182,Smartphone X,Phones,South,Retail,3,755.15,0.05,2152.18
T01481,2025-08-23,C0258,Mechanical Keyboard,Accessories,South,Retail,1,119.01,0,119.01
T01482,2025-12-28,C0181,Webcam HD,Accessories,East,Retail,1,90.67,0,90.67
T01483,2025-03-13,C0035,Mechanical Keyboard,Accessories,West,Retail,2,125.05,0.05,237.59
T01484,2025-08-30,C0398,Tablet 11,Tablets,East,Online,2,524.59,0.05,996.72
T01485,2025-12-24,C0207,Wireless Mouse,Accessories,North,Online,2,49.5,0.05,94.05
T01486,2025-01-16,C0348,Smartphone Lite,Phones,West,Retail,1,475.42,0,475.42
T01487,2025-04-29,C0373,Smartphone Lite,Phones,West,Retail,2,521.8,0,1043.6
T01488,2025-02-02,C0038,Laptop Pro 14,Computers,West,Retail,2,1353.06,0,2706.12
T01489,2025-11-07,C0358,Smartphone X,Phones,West,Retail,3,781.85,0.15,1993.72
T01490,2025-03-10,C0225,Smartphone X,Phones,East,Online,2,775.27,0,1550.54
T01491,2025-04-14,C0099,Smartphone Lite,Phones,North,Partner,1,517.48,0.1,465.73
T01492,2025-01-13,C0072,Smartphone X,Phones,North,Retail,4,754.25,0,3017.0
T01493,2025-07-28,C0374,Tablet 11,Tablets,West,Online,2,480.16,0,960.32
T01494,2025-04-17,C0287,Tablet 11,Tablets,South,Online,3,490.41,0.05,1397.67
T01495,2025-08-13,C0066,USB-C Dock,Accessories,East,Online,2,160.32,0.1,288.58
T01496,2025-03-02,C0115,Noise-Cancel Headset,Audio,East,Retail,1,175.37,0.05,166.6
T01497,2025-07-19,C0148,Smartphone Lite,Phones,North,Partner,1,478.51,0.1,430.66
T01498,2025-10-22,C0205,24in Monitor,Monitors,North,Partner,3,229.0,0.15,583.95
T01499,2025-12-24,C0335,Laptop Air 13,Computers,North,Online,2,1057.13,0.15,1797.12
T01500,2025-06-23,C0072,USB-C Dock,Accessories,South,Partner,1,164.05,0,164.05
